TERM	CRN	SUBJ	CRSE	SECT	INSTR_TYPE	DAYS	START_TIME	END_TIME	ROOM_CAP
Fall	30959	CHEM	1011	A7	LAB	W	1335	1625	72
Fall	30960	CHEM	1011	G1	LAB				
Winter	10927	CHEM	1012	A	LEC	WF	1135	1255	40
Winter	10928	CHEM	1012	A5	LAB	T	1335	1625	72
Winter	10929	CHEM	1012	A6	LAB	W	835	1125	72
Winter	10930	CHEM	1012	A7	LAB	W	1335	1625	72
Winter	10931	CHEM	1012	G1	LAB				
Fall	30961	CHEM	1101	A	LEC	MW	1305	1425	444
Fall	30962	CHEM	1101	B	LEC	MW	835	955	348
Winter	10932	CHEM	1101	C	LEC	MW	835	955	386
Winter	10933	CHEM	1101	D	LEC	MW	1135	1255	348
Fall	30963	CHEM	1101	G1	LAB				
Winter	10934	CHEM	1101	G1	LAB				
Fall	30964	CHEM	1101	L1	LAB	R	835	1125	72
Winter	10935	CHEM	1101	L1	LAB	R	835	1125	72
Fall	30965	CHEM	1101	L2	LAB	R	1335	1625	72
Winter	10936	CHEM	1101	L2	LAB	R	1335	1625	72
Fall	30966	CHEM	1101	L3	LAB	F	835	1125	72
Winter	10937	CHEM	1101	L3	LAB	F	835	1125	72
Fall	30967	CHEM	1101	L4	LAB	F	1335	1625	72
Winter	10938	CHEM	1101	L4	LAB	F	1335	1625	72
Fall	30968	CHEM	2103	A	LEC	MW	1605	1725	63
Fall	30969	CHEM	2103	A1	LAB	F	835	1125	24
Fall	30970	CHEM	2103	A2	LAB	R	835	1125	24
Fall	30971	CHEM	2103	A3	LAB	T	1335	1625	24
Fall	30972	CHEM	2103	ATU	TUT	M	835	925	63
Winter	10939	CHEM	2104	A	LEC	MW	1005	1125	47
Winter	10940	CHEM	2104	A1	LAB	R	1335	1625	24
Winter	10941	CHEM	2104	A2	LAB	R	835	1125	24
Winter	10942	CHEM	2104	ATU	TUT	F	1735	1825	47
Fall	30973	CHEM	2203	A	LEC	MW	1135	1255	331
Fall	30974	CHEM	2203	A1	LAB	M	835	1125	48
Fall	30975	CHEM	2203	A2	LAB	M	1335	1625	48
Fall	30976	CHEM	2203	A3	LAB	T	835	1125	48
Fall	30977	CHEM	2203	A4	LAB	T	1335	1625	48
Fall	30978	CHEM	2203	A5	LAB	W	1335	1625	48
Fall	30979	CHEM	2203	A6	LAB	R	835	1125	48
Fall	30980	CHEM	2203	A7	LAB	R	1335	1625	48
Fall	30981	CHEM	2203	A8	LAB	F	835	1125	48
Fall	30982	CHEM	2203	G1	LAB				
Winter	10943	CHEM	2204	A	LEC	MW	1135	1255	285
Winter	10944	CHEM	2204	A1	LAB	M	1335	1625	48
Winter	10945	CHEM	2204	A2	LAB	T	835	1125	48
Winter	10946	CHEM	2204	A3	LAB	T	1335	1625	48
Winter	10947	CHEM	2204	A4	LAB	W	835	1125	48
Winter	10948	CHEM	2204	A5	LAB	R	1335	1625	48
Winter	10949	CHEM	2204	A6	LAB	F	835	1125	48
Winter	10950	CHEM	2204	A7	LAB	F	1335	1625	48
Winter	10951	CHEM	2204	G1	LAB				
Fall	30983	CHEM	2207	A	LEC	MW	1135	1255	331
Winter	10952	CHEM	2208	A	LEC	MW	1135	1255	285
Fall	30984	CHEM	2302	A	LEC	MW	1435	1555	148
Fall	30985	CHEM	2302	A1	LAB	T	835	1125	24
Fall	30986	CHEM	2302	A2	LAB	F	1335	1625	24
Fall	30987	CHEM	2302	A3	LAB	R	835	1125	24
Fall	30988	CHEM	2302	A4	LAB	R	1335	1625	24
Fall	30989	CHEM	2302	A5	LAB	T	1335	1625	24
Fall	30990	CHEM	2302	G1	LAB				
Winter	10953	CHEM	2303	A	LEC	TR	1135	1255	151
Winter	10954	CHEM	2303	A1	LAB	T	1335	1625	24
Winter	10955	CHEM	2303	A2	LAB	F	1335	1625	24
Winter	10956	CHEM	2303	A3	LAB	R	835	1125	24
Winter	10957	CHEM	2303	A4	LAB	W	1335	1625	24
Winter	10958	CHEM	2303	A5	LAB	T	835	1125	24
Winter	10959	CHEM	2303	A6	LAB	R	1335	1625	24
Winter	10960	CHEM	2303	G1	LAB				
Fall	30991	CHEM	2400	A	REP				
Winter	10961	CHEM	2400	A	REP				
Winter	10962	CHEM	2501	A	LEC	TR	1635	1755	76
Winter	10963	CHEM	2501	ATU	TUT	F	1635	1725	78
Winter	10964	CHEM	2800	A	LEC	TR	1135	1255	78
Winter	10965	CHEM	2800	A1	LAB	F	835	1125	24
Winter	10966	CHEM	2800	A2	LAB	F	1335	1625	24
Winter	10967	CHEM	2800	A3	LAB	W	835	1125	24
Winter	10968	CHEM	2800	A4	LAB	M	835	1125	24
Winter	10969	CHEM	2800	ATU	TUT	T	1805	1855	78
Winter	10970	CHEM	2800	G1	LAB				
Fall	30992	CHEM	3101	A	LEC	TR	1135	1255	42
Winter	10971	CHEM	3102	A	LEC	WF	1135	1255	42
Winter	10972	CHEM	3107	A	LAB	W	1335	1725	48
Winter	10973	CHEM	3107	B	LAB				
Fall	30993	CHEM	3201	A	LEC	TR	1005	1125	63
Fall	30994	CHEM	3201	ATU	TUT	R	1605	1725	52
Winter	10974	CHEM	3202	A	LEC	MW	1005	1125	23
Winter	10975	CHEM	3202	ATU	TUT	F	1435	1555	52
Winter	10976	CHEM	3205	A	LAB	W	1335	1725	48
Winter	10977	CHEM	3205	B	LAB	R	835	1225	48
Fall	30995	CHEM	3305	A	LAB				
Winter	10978	CHEM	3305	A	LAB				
Fall	30996	CHEM	3305	B	LAB	F	835	1225	24
Winter	10979	CHEM	3305	B	LAB	F	835	1225	24
Fall	30997	CHEM	3400	A	REP				
Winter	10980	CHEM	3400	A	REP				
Fall	30998	CHEM	3503	A	LEC	TR	835	955	76
Fall	30999	CHEM	3503	A1	LAB	W	1335	1725	24
Fall	31000	CHEM	3503	A2	LAB	M	1335	1725	24
Fall	31001	CHEM	3503	ATU	TUT	T	1435	1525	76
Winter	10981	CHEM	3504	A	LEC	MW	835	955	67
Winter	10982	CHEM	3504	A1	LAB	M	1335	1725	24
Winter	10983	CHEM	3504	A2	LAB	T	1335	1725	24
Winter	10984	CHEM	3504	ATU	TUT	T	1135	1225	78
Fall	31002	CHEM	3507	A	LEC	TR	835	955	76
Fall	31003	CHEM	3507	ATU	TUT	T	1435	1525	76
Winter	10985	CHEM	3508	A	LEC	MW	835	955	67
Winter	10986	CHEM	3508	ATU	TUT	T	1135	1225	78
Winter	10987	CHEM	3600	A	LEC	TR	1305	1425	40
Winter	10988	CHEM	3701	A	WKS	T	835	1125	40
Fall	31004	CHEM	3800	A	LEC	WF	1635	1755	76
Fall	31005	CHEM	3999	A	WRK				
Winter	10989	CHEM	3999	A	WRK				
Winter	10990	CHEM	4101	A	LEC				
Winter	10991	CHEM	4104	A	LEC	TR	1305	1425	31
Winter	10992	CHEM	4201	A	LEC	MW	1005	1125	52
Fall	31006	CHEM	4207	A	LEC	MW	1005	1125	35
Winter	10993	CHEM	4304	A	LEC	R	835	1125	40
Winter	10994	CHEM	4305	A	LEC	T	835	1125	29
Fall	31007	CHEM	4401	A	LEC				
Fall	35921	CHEM	4700	A	LEC	W	1805	2055	35
Fall	31008	CHEM	4907	A	RES				
Winter	10995	CHEM	4907	A	RES				
Fall	31009	CHEM	4907	B	RES				
Fall	31010	CHEM	4908	A	RES				
Winter	10996	CHEM	4908	A	RES				
Fall	31011	CHEM	4908	B	RES				
Fall	31018	CHIN	1010	A	SEM	TR	1805	1955	39
Winter	11007	CHIN	1020	A	SEM	MW	1905	2055	34
Fall	31019	CHIN	1110	A	SEM	F	1135	1325	29
Fall	31019	CHIN	1110	A	SEM	MW	1435	1725	29
Winter	11008	CHIN	2110	A	SEM	F	1135	1325	29
Winter	11008	CHIN	2110	A	SEM	MW	1435	1725	29
Fall	31020	CHIN	3010	A	SEM	MW	1135	1255	27
Winter	11009	CHIN	3020	A	SEM	MW	1135	1255	32
Fall	35976	CHIN	4900	A	IND				
Winter	15637	CHIN	4900	A	IND				
Fall	31021	CHST	1101	A	LEC	M	1335	1525	204
Fall	31022	CHST	1101	A01	GRP	M	1535	1625	47
Fall	31023	CHST	1101	A02	GRP	M	1635	1725	47
Fall	31024	CHST	1101	A03	GRP	M	1535	1625	40
Fall	31025	CHST	1101	A04	GRP	M	1635	1725	40
Fall	31026	CHST	1101	A05	GRP	M	1535	1625	52
Fall	31027	CHST	1101	A06	GRP	M	1635	1725	52
Winter	11010	CHST	1102	A	LEC	F	1435	1625	285
Winter	11011	CHST	1102	A01	GRP	F	1635	1725	35
Winter	11012	CHST	1102	A02	GRP	F	1735	1825	35
Winter	11013	CHST	1102	A03	GRP	F	1635	1725	40
Winter	11014	CHST	1102	A04	GRP	F	1735	1825	40
Winter	11015	CHST	1102	A05	GRP	F	1635	1725	42
Winter	11016	CHST	1102	A06	GRP	F	1735	1825	42
Fall	31028	CHST	2003	A	LEC	M	1135	1325	133
Fall	31029	CHST	2003	A01	GRP	W	1335	1425	47
Fall	31030	CHST	2003	A02	GRP	W	1435	1525	47
Fall	31031	CHST	2003	A03	GRP	W	1335	1425	52
Fall	31032	CHST	2003	A04	GRP	W	1435	1525	52
Winter	11017	CHST	2004	A	LEC	T	835	1025	134
Winter	11018	CHST	2004	A01	GRP	T	1135	1225	30
Winter	11019	CHST	2004	A02	GRP	T	1235	1325	30
Winter	11020	CHST	2004	A03	GRP	T	1135	1225	35
Winter	11021	CHST	2004	A04	GRP	T	1235	1325	35
Winter	11022	CHST	2011	A	LEC	MW	835	955	148
Winter	11023	CHST	3002	A	SEM	T	1135	1425	51
Fall	31033	CHST	3103	A	LEC	T	1135	1425	58
Fall	31034	CHST	3201	A	SEM	R	1135	1425	9000
Winter	11024	CHST	3201	A	SEM	M	1135	1425	9000
Winter	11025	CHST	3203	A	SEM	R	1435	1725	9000
Winter	11026	CHST	3204	A	SEM	T	1735	2025	79
Fall	31035	CHST	3205	A	SEM	R	835	1125	9000
Winter	11027	CHST	3205	A	SEM	R	835	1125	54
Fall	31036	CHST	3302	A	LEC	M	1135	1425	9000
Fall	31037	CHST	3303	A	LEC	F	1135	1425	98
Winter	11028	CHST	3303	A	LEC	F	835	1125	9000
Fall	31038	CHST	3304	A	LEC	T	1435	1725	42
Winter	11029	CHST	3304	A	LEC	W	1435	1725	51
Fall	31039	CHST	3306	A	LEC	F	835	1125	9000
Fall	31040	CHST	3501	A	LEC	M	1435	1725	92
Winter	11030	CHST	3905	A	PRC	F	1135	1425	48
Fall	31041	CHST	4001	B	LEC	R	1435	1725	30
Fall	31042	CHST	4003	A	SEM				
Winter	15466	CHST	4003	A	SEM	T	835	1125	50
Winter	11031	CHST	4102	A	SEM	M	1435	1725	40
Winter	11032	CHST	4205	A	SEM	T	1135	1425	58
Fall	31043	CHST	4900	A	IND				
Winter	11033	CHST	4900	B	IND				
Fall	31044	CHST	4908	A	HON				
Winter	11034	CHST	4908	A	HON				
Fall	31045	CIED	999	A	NTC				
Winter	11035	CIED	1001	A	LEC	T	1135	1425	50
Winter	15597	CIED	1001	B	LEC	W	1435	1725	58
Fall	31046	CIVE	2004	A	LEC	TR	1305	1425	154
Fall	31047	CIVE	2004	B	LEC				
Fall	31048	CIVE	2004	L1	LAB	F	835	1125	66
Fall	31049	CIVE	2004	L2	LAB	M	1135	1425	42
Fall	31050	CIVE	2004	L3	LAB	R	835	1125	36
Fall	31051	CIVE	2004	L4	LAB				
Fall	31052	CIVE	2004	L5	LAB				
Fall	31053	CIVE	2004	L6	LAB				
Winter	11036	CIVE	2005	A	LEC	T	835	1125	98
Winter	11037	CIVE	2005	A1	LAB	W	1435	1725	58
Winter	11038	CIVE	2005	A2	LAB	W	835	1125	57
Winter	11039	CIVE	2101	A	LEC	MW	1935	2055	204
Winter	11040	CIVE	2101	L1	LAB	F	1135	1425	204
Fall	31054	CIVE	2200	A	LEC	TR	1435	1555	115
Fall	31055	CIVE	2200	B	LEC	M	1805	2055	120
Fall	31056	CIVE	2200	L01	LAB	T	1135	1425	58
Fall	31057	CIVE	2200	L02	LAB	T	1135	1425	58
Fall	31058	CIVE	2200	L03	LAB	F	835	1125	58
Fall	31059	CIVE	2200	L04	LAB	F	835	1125	58
Fall	31060	CIVE	2200	L05	LAB	M	1135	1425	54
Fall	31061	CIVE	2200	L06	LAB	M	1135	1425	54
Fall	31062	CIVE	2200	L07	LAB	F	1435	1725	40
Fall	31063	CIVE	2200	L08	LAB	F	1435	1725	40
Fall	31064	CIVE	2200	L09	LAB	R	835	1125	40
Fall	31065	CIVE	2200	L10	LAB				
Fall	31066	CIVE	2200	L11	LAB				
Fall	31067	CIVE	2700	A	LEC	WF	1435	1555	154
Fall	31068	CIVE	2700	B	LEC	T	1135	1425	97
Fall	31069	CIVE	2700	L01	LAB	M	835	955	84
Fall	31070	CIVE	2700	L02	LAB	M	1435	1555	23
Fall	31079	CIVE	2700	L03	LAB	F	1135	1255	23
Fall	31072	CIVE	2700	L04	LAB	W	1005	1125	23
Fall	31078	CIVE	2700	L05	LAB	T	835	955	23
Fall	31077	CIVE	2700	L06	LAB	R	1305	1425	54
Fall	31076	CIVE	2700	L07	LAB	M	1005	1125	27
Fall	31075	CIVE	2700	L08	LAB				
Fall	31074	CIVE	2700	L09	LAB				
Fall	31073	CIVE	2700	L10	LAB				
Fall	31071	CIVE	2700	L11	LAB				
Fall	31080	CIVE	2700	TU1	PAN	R	1135	1255	98
Fall	31081	CIVE	2700	TU2	PAN	W	1135	1255	154
Fall	31082	CIVE	3202	A	LEC	WF	1605	1725	115
Fall	31086	CIVE	3202	L1	LAB	T	1135	1255	59
Fall	31085	CIVE	3202	L2	LAB	F	1305	1425	48
Fall	31084	CIVE	3202	L3	LAB	M	1005	1125	78
Fall	31083	CIVE	3202	L4	LAB				
Fall	31087	CIVE	3203	A	LEC	MW	1135	1255	78
Fall	31088	CIVE	3203	B	LEC	MW	1305	1425	98
Fall	31089	CIVE	3203	L1O	LAB	F	835	1125	236
Fall	31090	CIVE	3204	A	LEC	TR	1305	1425	204
Fall	31091	CIVE	3204	B	LEC	TR	1435	1555	204
Fall	31092	CIVE	3204	L1E	LAB	F	835	1125	236
Winter	11041	CIVE	3205	A	LEC	TR	1435	1555	204
Winter	11042	CIVE	3205	B	LEC	TR	835	955	79
Winter	11043	CIVE	3205	L1O	LAB	F	1435	1725	204
Winter	11044	CIVE	3206	A	LEC	MW	835	955	78
Winter	11045	CIVE	3206	B	LEC	MW	1135	1255	98
Winter	11046	CIVE	3206	L1E	LAB	F	1435	1725	204
Fall	31093	CIVE	3207	A	LEC	M	1435	1725	75
Fall	31094	CIVE	3207	A1	LAB	R	1435	1725	35
Fall	31095	CIVE	3207	A2	LAB	F	1135	1425	36
Fall	31096	CIVE	3207	A3	LAB	F	1435	1725	36
Fall	31097	CIVE	3208	A	LEC	W	835	1125	79
Fall	31098	CIVE	3208	B	LEC	TR	1005	1125	76
Fall	31099	CIVE	3208	L1O	LAB	M	835	1125	30
Fall	31100	CIVE	3208	L2E	LAB	M	835	1125	30
Fall	31101	CIVE	3208	L3O	LAB	F	1135	1425	30
Fall	31102	CIVE	3208	L4E	LAB	F	1135	1425	30
Fall	31103	CIVE	3208	L5O	LAB	M	1335	1625	30
Fall	31104	CIVE	3208	L6E	LAB				
Winter	11047	CIVE	3209	A	LEC	T	1135	1425	76
Winter	11048	CIVE	3209	B	LEC	R	1805	2055	96
Winter	11049	CIVE	3209	L1O	PAN	W	835	1125	30
Winter	11050	CIVE	3209	L2O	PAN	W	1435	1725	30
Winter	11051	CIVE	3209	L3O	PAN	R	1135	1425	30
Winter	11052	CIVE	3209	L4O	PAN	F	1135	1425	30
Winter	11053	CIVE	3209	L5O	PAN	R	1435	1725	30
Winter	11054	CIVE	3209	L6O	PAN	W	1135	1425	30
Fall	31105	CIVE	3210	A	LEC	T	1805	2055	102
Fall	31106	CIVE	3210	L1	LAB	T	1305	1425	66
Fall	31107	CIVE	3210	L2	LAB	T	1135	1255	58
Fall	31108	CIVE	3210	L3	LAB				
Fall	31109	CIVE	3210	L4	LAB				
Fall	31110	CIVE	3304	A	LEC	WF	1435	1555	115
Fall	31111	CIVE	3304	L1E	LAB	M	1435	1725	96
Fall	31112	CIVE	3304	L2O	LAB	M	1435	1725	96
Winter	15462	CIVE	3305	A	LEC	MW	1305	1425	115
Winter	15463	CIVE	3305	L1E	LAB	M	1435	1725	115
Fall	31113	CIVE	3407	A	LEC	TR	1435	1555	102
Fall	31114	CIVE	3407	A1O	PAN	F	1135	1425	115
Fall	31115	CIVE	3999	A	WRK				
Winter	11055	CIVE	3999	A	WRK				
Fall	31116	CIVE	4200	A	LEC	MW	1435	1555	78
Fall	31117	CIVE	4200	A1O	LAB	R	1805	2055	52
Fall	31118	CIVE	4201	A	LEC	W	835	1125	108
Fall	31119	CIVE	4201	A1O	LAB	F	1435	1725	78
Winter	11056	CIVE	4202	A	LEC	TR	1005	1125	154
Winter	11057	CIVE	4202	A1O	PAN	M	1435	1725	120
Fall	31120	CIVE	4208	A	LEC	T	1805	2055	102
Fall	31121	CIVE	4208	L1	LAB	T	1305	1425	66
Fall	31122	CIVE	4208	L2	LAB	T	1135	1255	58
Fall	31123	CIVE	4208	L3	LAB				
Fall	31124	CIVE	4208	L4	LAB				
Winter	11058	CIVE	4209	A	LEC	MW	1305	1425	115
Winter	11059	CIVE	4209	L1E	LAB	M	1435	1725	115
Winter	11060	CIVE	4301	A	LEC	TR	1435	1555	52
Winter	11061	CIVE	4301	A1E	LAB	W	1435	1725	54
Fall	31125	CIVE	4302	A	LEC	TR	1005	1125	54
Fall	31126	CIVE	4302	A1O	LAB	F	835	1125	78
Fall	31127	CIVE	4303	A	LEC	MW	1135	1255	56
Fall	31128	CIVE	4303	A1O	LAB	R	1805	2055	96
Winter	11062	CIVE	4307	A	LEC	WF	1135	1255	67
Winter	11063	CIVE	4307	A1	PAN	T	1005	1125	58
Winter	11064	CIVE	4308	A	LEC	M	1805	2055	102
Winter	11065	CIVE	4308	A1O	LAB	W	1435	1725	54
Fall	31129	CIVE	4400	A	LEC	TR	835	955	108
Fall	31130	CIVE	4400	A1E	LAB	R	1805	2055	108
Fall	31131	CIVE	4403	A	LEC	W	1135	1425	40
Fall	31132	CIVE	4403	A1E	PAN	W	835	1125	40
Fall	31133	CIVE	4407	A	LEC	TR	1435	1555	102
Fall	31134	CIVE	4407	A1O	PAN	F	1135	1425	115
Winter	11066	CIVE	4601	A	LEC	W	835	1125	56
Winter	11067	CIVE	4601	A1	LAB	W	1135	1425	35
Winter	11068	CIVE	4601	A2	LAB	W	1435	1725	35
Winter	11069	CIVE	4601	A3	LAB	R	1135	1425	34
Winter	11070	CIVE	4614	A	LEC	TR	1135	1255	204
Winter	11071	CIVE	4614	A1	LAB	F	1005	1125	78
Fall	31135	CIVE	4907	A	OTH	M	2105	2155	20
Winter	11072	CIVE	4907	A	OTH	M	2105	2155	20
Fall	31136	CIVE	4917	A	IND				
Winter	11073	CIVE	4917	B	IND				
Fall	31137	CIVE	4918	A	LEC	R	1605	1755	204
Winter	11074	CIVE	4918	A	LEC	R	1605	1755	204
Fall	31138	CIVE	4918	A1	PAN	M	835	1125	133
Winter	11075	CIVE	4918	A1	PAN	M	835	1125	133
Fall	31163	CLCV	1002	A	LEC				9000
Winter	11093	CLCV	1003	B	LEC				9000
Winter	15641	CLCV	1005	W	TUT				
Fall	31164	CLCV	1008	A	LEC	WF	1005	1125	9000
Winter	11094	CLCV	1009	A	LEC	TR	1305	1425	134
Fall	35884	CLCV	2004	A	TUT				
Winter	15561	CLCV	2004	B	TUT				
Winter	15571	CLCV	2005	B	TUT				
Fall	31165	CLCV	2008	A	LEC	TR	1435	1555	94
Winter	11095	CLCV	2010	A	LEC	TR	1435	1555	76
Fall	31166	CLCV	2305	A	LEC	T	1735	1925	120
Winter	11096	CLCV	2305	A	LEC	T	1735	1925	54
Fall	31167	CLCV	2305	B	LEC				9000
Winter	11097	CLCV	2305	B	LEC				9000
Fall	31168	CLCV	2500	A	LEC				9000
Fall	31169	CLCV	2902	A	LEC	MW	1135	1255	96
Winter	11098	CLCV	2903	A	LEC	MW	1305	1425	66
Fall	31170	CLCV	2904	A	LEC				9000
Winter	11099	CLCV	2905	A	LEC				9000
Winter	11100	CLCV	3000	A	LEC	F	1135	1425	66
Fall	31171	CLCV	3306	A	LEC	TR	1135	1255	9000
Winter	11101	CLCV	3307	A	LEC	T	1135	1425	94
Winter	11102	CLCV	4210	B	SEM	F	835	1125	19
Fall	31172	CLCV	4800	A	SEM	MW	1605	1725	9000
Fall	31173	CLCV	4900	A	IND				
Winter	11103	CLCV	4900	B	IND				
Fall	31186	COMP	1001	A	LEC	MW	1005	1125	98
Winter	11116	COMP	1001	A	LEC	MW	1005	1125	108
Fall	31187	COMP	1005	A	LEC	MW	1005	1125	204
Winter	11117	COMP	1005	A	LEC	MW	1005	1125	204
Fall	31188	COMP	1005	A1	TUT	T	1935	2055	84
Winter	11118	COMP	1005	A1	TUT	R	1135	1255	84
Fall	31189	COMP	1005	A2	TUT	M	1805	1925	78
Winter	11119	COMP	1005	A2	TUT	T	835	955	84
Fall	31190	COMP	1005	A3	TUT	M	1935	2055	84
Winter	11120	COMP	1005	A3	TUT	T	1635	1755	84
Winter	11121	COMP	1005	A4	TUT	W	1605	1725	96
Fall	31191	COMP	1005	B	LEC				
Winter	11122	COMP	1005	B	LEC	MW	1605	1725	9000
Fall	31192	COMP	1005	B1	TUT				
Winter	11123	COMP	1005	B1	TUT	T	1805	1925	9000
Fall	31193	COMP	1005	B2	TUT				
Winter	11124	COMP	1005	B2	TUT	M	1805	1925	9000
Fall	31194	COMP	1005	B3	TUT				
Winter	11125	COMP	1005	B3	TUT	W	1805	1925	9000
Fall	31195	COMP	1005	C	LEC	TR	1135	1255	236
Fall	31196	COMP	1005	C1	TUT	T	835	955	96
Fall	31197	COMP	1005	C2	TUT	M	1135	1255	98
Fall	31198	COMP	1005	C3	TUT	M	1305	1425	98
Fall	31199	COMP	1005	D	LEC	MW	1305	1425	285
Fall	31200	COMP	1005	D1	TUT	F	1005	1125	96
Fall	31201	COMP	1005	D2	TUT	R	835	955	96
Fall	31202	COMP	1005	D3	TUT	F	835	955	84
Fall	31203	COMP	1005	E	LEC	MW	1605	1725	204
Fall	31204	COMP	1005	E1	TUT	R	1805	1925	96
Fall	31205	COMP	1005	E2	TUT	F	1305	1425	84
Fall	31206	COMP	1006	A	LEC	TR	1135	1255	236
Winter	11126	COMP	1006	A	LEC	TR	1135	1255	154
Fall	31207	COMP	1006	A1	TUT	W	1805	1925	78
Winter	11127	COMP	1006	A1	TUT	T	1805	1925	78
Fall	31208	COMP	1006	A2	TUT	W	1435	1555	78
Winter	11128	COMP	1006	A2	TUT	W	1935	2055	78
Fall	31209	COMP	1006	A3	TUT	F	1435	1555	78
Winter	11129	COMP	1006	B	LEC	MW	1005	1125	236
Winter	11130	COMP	1006	B1	TUT	M	1605	1725	78
Winter	11131	COMP	1006	B2	TUT	R	835	955	78
Winter	11132	COMP	1006	B3	TUT	R	1435	1555	78
Winter	11133	COMP	1006	C	LEC				
Winter	11134	COMP	1006	C1	TUT				
Winter	11135	COMP	1006	C2	TUT				
Winter	11136	COMP	1006	D	LEC	TR	835	955	9000
Winter	11137	COMP	1006	D1	TUT	F	1435	1555	84
Winter	11138	COMP	1006	D2	TUT	F	1005	1125	96
Winter	11139	COMP	1006	E	LEC	MW	1435	1555	189
Winter	11140	COMP	1006	E1	TUT	F	1005	1125	78
Winter	11141	COMP	1006	E2	TUT	F	1435	1555	78
Winter	15655	COMP	1006	E3	TUT	R	1735	1855	78
Fall	31210	COMP	1008	A	LEC	R	1805	2055	77
Fall	31211	COMP	1405	A	LEC	MW	1005	1125	204
Winter	11142	COMP	1405	A	LEC	MW	1005	1125	204
Fall	31212	COMP	1405	A1	TUT	T	1935	2055	84
Winter	11143	COMP	1405	A1	TUT	R	1135	1255	84
Fall	31213	COMP	1405	A2	TUT	M	1805	1925	78
Winter	11144	COMP	1405	A2	TUT	T	835	955	84
Fall	31214	COMP	1405	A3	TUT	M	1935	2055	84
Winter	11145	COMP	1405	A3	TUT	T	1635	1755	84
Winter	11146	COMP	1405	A4	TUT	W	1605	1725	96
Fall	31215	COMP	1405	B	LEC				
Winter	11147	COMP	1405	B	LEC	MW	1605	1725	9000
Fall	31216	COMP	1405	B1	TUT				
Winter	11148	COMP	1405	B1	TUT	T	1805	1925	9000
Fall	31217	COMP	1405	B2	TUT				
Winter	11149	COMP	1405	B2	TUT	M	1805	1925	9000
Fall	31218	COMP	1405	B3	TUT				
Winter	11150	COMP	1405	B3	TUT	W	1805	1925	9000
Fall	31219	COMP	1405	C	LEC	TR	1135	1255	236
Fall	31220	COMP	1405	C1	TUT	T	835	955	96
Fall	31221	COMP	1405	C2	TUT	M	1135	1255	98
Fall	31222	COMP	1405	C3	TUT	M	1305	1425	98
Fall	31223	COMP	1405	D	LEC	MW	1305	1425	285
Fall	31224	COMP	1405	D1	TUT	F	1005	1125	96
Fall	31225	COMP	1405	D2	TUT	R	835	955	96
Fall	31226	COMP	1405	D3	TUT	F	835	955	84
Fall	31227	COMP	1405	E	LEC	MW	1605	1725	204
Fall	31228	COMP	1405	E1	TUT	R	1805	1925	96
Fall	31229	COMP	1405	E2	TUT	F	1305	1425	84
Fall	31230	COMP	1405	T	LEC				
Fall	31231	COMP	1405	T1	TUT				
Fall	31232	COMP	1405	Z	LEC				9000
Fall	31233	COMP	1405	Z1	TUT	R	1135	1425	55
Fall	31234	COMP	1405	Z2	TUT	R	1435	1725	55
Fall	31235	COMP	1406	A	LEC	TR	1135	1255	236
Winter	11151	COMP	1406	A	LEC	TR	1135	1255	154
Fall	31236	COMP	1406	A1	TUT	W	1805	1925	78
Winter	11152	COMP	1406	A1	TUT	T	1805	1925	78
Fall	31237	COMP	1406	A2	TUT	W	1435	1555	78
Winter	11153	COMP	1406	A2	TUT	W	1935	2055	78
Fall	31238	COMP	1406	A3	TUT	F	1435	1555	78
Winter	11154	COMP	1406	B	LEC	MW	1005	1125	236
Winter	11155	COMP	1406	B1	TUT	M	1605	1725	78
Winter	11156	COMP	1406	B2	TUT	R	835	955	78
Winter	11157	COMP	1406	B3	TUT	R	1435	1555	78
Winter	11158	COMP	1406	C	LEC				
Winter	11159	COMP	1406	C1	TUT				
Winter	11160	COMP	1406	C2	TUT				
Winter	11161	COMP	1406	D	LEC	TR	835	955	9000
Winter	11162	COMP	1406	D1	TUT	F	1435	1555	84
Winter	11163	COMP	1406	D2	TUT	F	1005	1125	96
Winter	11164	COMP	1406	E	LEC	MW	1435	1555	189
Winter	11165	COMP	1406	E1	TUT	F	1005	1125	78
Winter	11166	COMP	1406	E2	TUT	F	1435	1555	78
Winter	15656	COMP	1406	E3	TUT	R	1735	1855	78
Fall	31239	COMP	1406	Z	LEC				9000
Fall	31240	COMP	1406	Z1	TUT	R	1135	1425	55
Fall	31241	COMP	1406	Z2	TUT	R	1435	1725	55
Winter	11167	COMP	1501	A	LEC	TR	1005	1125	9000
Winter	11168	COMP	1501	A1	TUT	M	1305	1425	9000
Winter	11169	COMP	1501	A2	TUT	M	1005	1125	9000
Winter	11170	COMP	1501	A3	TUT	M	1605	1725	9000
Winter	11171	COMP	1501	A4	TUT	M	1135	1255	9000
Winter	11172	COMP	1501	A5	TUT				
Fall	31242	COMP	1805	A	LEC	TR	1005	1125	204
Winter	11173	COMP	1805	A	LEC	WF	1135	1255	192
Fall	31243	COMP	1805	A1	TUT	R	1335	1425	96
Winter	11174	COMP	1805	A1	TUT	R	1435	1525	96
Fall	31244	COMP	1805	A2	TUT	W	1335	1425	84
Winter	11175	COMP	1805	A2	TUT	W	1335	1425	76
